external_id,R,F_recent,M,RFM_total,segment,F_count,M_amount,_segment_truth
u_007309,1,1,1,3,Lost,0,0.0,Lost
u_009950,1,1,1,3,Lost,0,0.0,Lost
u_002194,3,4,4,11,Loyal,8,728146.0,Loyal
u_002077,4,5,5,14,Champion,10,1187422.0,Loyal
u_000577,5,4,4,13,Champion,6,806248.0,Champion
u_000193,4,4,5,13,Champion,8,1836210.0,Champion
u_002575,2,1,1,4,At-Risk,0,0.0,At-Risk
u_006206,1,1,1,3,Lost,0,0.0,Lost
u_006321,1,1,1,3,Lost,0,0.0,Lost
u_002984,2,1,1,4,At-Risk,0,0.0,At-Risk
u_000104,4,5,5,14,Champion,11,2094422.0,Champion
u_007780,1,1,1,3,Lost,0,0.0,Lost
u_001387,4,4,4,12,Champion,9,654646.0,Loyal
u_012616,2,1,1,4,At-Risk,0,0.0,Potential
u_014890,2,1,1,4,At-Risk,0,0.0,Potential
u_008274,1,1,1,3,Lost,0,0.0,Lost
u_010824,1,1,1,3,New,0,0.0,New
u_012706,2,1,1,4,At-Risk,0,0.0,Potential
u_002721,2,1,1,4,At-Risk,0,0.0,At-Risk
u_011137,5,2,1,8,Potential,1,76007.0,New
u_008530,1,1,1,3,Lost,0,0.0,Lost
u_003689,2,1,1,4,At-Risk,0,0.0,At-Risk
u_005535,2,1,1,4,At-Risk,0,0.0,Hibernating
u_010597,1,1,1,3,New,0,0.0,New
u_008899,1,1,1,3,Lost,0,0.0,Lost
u_014744,4,3,2,9,Potential,2,120076.0,Potential
u_013611,2,1,1,4,At-Risk,0,0.0,Potential
u_011980,2,1,1,4,At-Risk,0,0.0,Potential
u_001309,3,4,4,11,Loyal,8,1014768.0,Loyal
u_001374,3,4,3,10,Loyal,7,494650.0,Loyal
u_012979,2,1,1,4,At-Risk,0,0.0,Potential
u_003530,2,1,1,4,At-Risk,0,0.0,At-Risk
u_001264,4,4,3,11,Loyal,4,339015.0,Loyal
u_010789,5,2,1,8,Potential,1,28167.0,New
u_006073,1,1,1,3,Lost,0,0.0,Lost
u_013583,3,3,2,8,Potential,3,174017.0,Potential
u_000374,5,5,5,15,Champion,10,2845473.0,Champion
u_000846,4,4,3,11,Loyal,4,321076.0,Loyal
u_000017,4,5,5,14,Champion,12,3328173.0,Champion
u_014974,2,1,1,4,At-Risk,0,0.0,Potential
u_012045,2,1,1,4,At-Risk,0,0.0,Potential
u_013934,3,3,3,9,Potential,3,319509.0,Potential
u_009938,1,1,1,3,Lost,0,0.0,Lost
u_000477,5,4,4,13,Champion,4,621404.0,Champion
u_014070,4,3,2,9,Potential,2,193850.0,Potential
u_002660,2,1,1,4,At-Risk,0,0.0,At-Risk
u_014927,3,3,2,8,Potential,2,192928.0,Potential
u_002378,2,1,1,4,At-Risk,0,0.0,At-Risk
u_000812,3,4,3,10,Loyal,4,280790.0,Loyal
u_006133,1,1,1,3,Lost,0,0.0,Lost
u_000134,4,4,5,13,Champion,6,1325686.0,Champion
u_006351,1,1,1,3,Lost,0,0.0,Lost
u_003481,2,1,1,4,At-Risk,0,0.0,At-Risk
u_013709,2,1,1,4,At-Risk,0,0.0,Potential
u_009058,1,1,1,3,Lost,0,0.0,Lost
u_007759,1,1,1,3,Lost,0,0.0,Lost
u_013192,2,1,1,4,At-Risk,0,0.0,Potential
u_005000,2,1,1,4,At-Risk,0,0.0,Hibernating
u_005934,2,1,1,4,At-Risk,0,0.0,Hibernating
u_002469,2,1,1,4,At-Risk,0,0.0,At-Risk
u_014589,4,3,3,10,Potential,2,284817.0,Potential
u_010943,1,1,1,3,New,0,0.0,New
u_005542,2,1,1,4,At-Risk,0,0.0,Hibernating
u_006557,1,1,1,3,Lost,0,0.0,Lost
u_008863,1,1,1,3,Lost,0,0.0,Lost
u_013006,3,2,1,6,Potential,1,66607.0,Potential
u_008595,1,1,1,3,Lost,0,0.0,Lost
u_003066,2,1,1,4,At-Risk,0,0.0,At-Risk
u_008847,1,1,1,3,Lost,0,0.0,Lost
u_004646,2,1,1,4,At-Risk,0,0.0,Hibernating
u_008973,1,1,1,3,Lost,0,0.0,Lost
u_012510,2,1,1,4,At-Risk,0,0.0,Potential
u_007157,1,1,1,3,Lost,0,0.0,Lost
u_004623,2,1,1,4,At-Risk,0,0.0,Hibernating
u_010724,5,2,1,8,Potential,1,32536.0,New
u_008636,1,1,1,3,Lost,0,0.0,Lost
u_006953,1,1,1,3,Lost,0,0.0,Lost
u_009612,1,1,1,3,Lost,0,0.0,Lost
u_014156,2,1,1,4,At-Risk,0,0.0,Potential
u_001280,4,4,4,12,Champion,6,850296.0,Loyal
u_009863,1,1,1,3,Lost,0,0.0,Lost
u_002290,2,1,1,4,At-Risk,0,0.0,At-Risk
u_012728,2,1,1,4,At-Risk,0,0.0,Potential
u_008264,1,1,1,3,Lost,0,0.0,Lost
u_011693,5,2,1,8,Potential,1,30456.0,New
u_005883,2,1,1,4,At-Risk,0,0.0,Hibernating
u_013269,3,3,2,8,Potential,3,211697.0,Potential
u_005917,2,1,1,4,At-Risk,0,0.0,Hibernating
u_013678,2,1,1,4,At-Risk,0,0.0,Potential
u_007998,1,1,1,3,Lost,0,0.0,Lost
u_008732,1,1,1,3,Lost,0,0.0,Lost
u_009892,1,1,1,3,Lost,0,0.0,Lost
u_007934,1,1,1,3,Lost,0,0.0,Lost
u_002990,2,1,1,4,At-Risk,0,0.0,At-Risk
u_009859,1,1,1,3,Lost,0,0.0,Lost
u_002694,2,1,1,4,At-Risk,0,0.0,At-Risk
u_009318,1,1,1,3,Lost,0,0.0,Lost
u_007169,1,1,1,3,Lost,0,0.0,Lost
u_010598,1,1,1,3,New,0,0.0,New
u_008435,1,1,1,3,Lost,0,0.0,Lost
u_009237,1,1,1,3,Lost,0,0.0,Lost
u_010750,1,1,1,3,New,0,0.0,New
u_013109,2,1,1,4,At-Risk,0,0.0,Potential
u_010165,1,1,1,3,Lost,0,0.0,Lost
u_003024,2,1,1,4,At-Risk,0,0.0,At-Risk
u_006873,1,1,1,3,Lost,0,0.0,Lost
u_001279,4,4,5,13,Champion,7,1066277.0,Loyal
u_011013,1,1,1,3,New,0,0.0,New
u_005602,2,1,1,4,At-Risk,0,0.0,Hibernating
u_002438,2,1,1,4,At-Risk,0,0.0,At-Risk
u_013153,3,3,3,9,Potential,3,253310.0,Potential
u_007599,1,1,1,3,Lost,0,0.0,Lost
u_010655,5,2,1,8,Potential,1,39032.0,New
u_005414,2,1,1,4,At-Risk,0,0.0,Hibernating
u_003089,2,1,1,4,At-Risk,0,0.0,At-Risk
u_014513,4,2,2,8,Potential,1,101304.0,Potential
u_009483,1,1,1,3,Lost,0,0.0,Lost
u_002619,2,1,1,4,At-Risk,0,0.0,At-Risk
u_005166,2,1,1,4,At-Risk,0,0.0,Hibernating
u_013649,2,1,1,4,At-Risk,0,0.0,Potential
u_011339,5,2,1,8,Potential,1,18631.0,New
u_001414,3,4,4,11,Loyal,6,669938.0,Loyal
u_010891,1,1,1,3,New,0,0.0,New
u_010041,1,1,1,3,Lost,0,0.0,Lost
u_009571,1,1,1,3,Lost,0,0.0,Lost
u_000359,4,5,5,14,Champion,11,1342079.0,Champion
u_001494,4,4,4,12,Champion,4,621901.0,Loyal
u_005992,2,1,1,4,At-Risk,0,0.0,Hibernating
u_014956,2,1,1,4,At-Risk,0,0.0,Potential
u_008429,1,1,1,3,Lost,0,0.0,Lost
u_001826,4,4,3,11,Loyal,5,490082.0,Loyal
u_009371,1,1,1,3,Lost,0,0.0,Lost
u_004344,2,1,1,4,At-Risk,0,0.0,At-Risk
u_012820,3,3,3,9,Potential,3,323423.0,Potential
u_014499,2,1,1,4,At-Risk,0,0.0,Potential
u_008873,1,1,1,3,Lost,0,0.0,Lost
u_001218,4,4,4,12,Champion,6,765134.0,Loyal
u_010814,5,2,1,8,Potential,1,48301.0,New
u_000398,5,5,5,15,Champion,12,2265159.0,Champion
u_007798,1,1,1,3,Lost,0,0.0,Lost
u_014459,2,1,1,4,At-Risk,0,0.0,Potential
u_006657,1,1,1,3,Lost,0,0.0,Lost
u_013789,4,2,1,7,Potential,1,36111.0,Potential
u_009168,1,1,1,3,Lost,0,0.0,Lost
u_007458,1,1,1,3,Lost,0,0.0,Lost
u_008014,1,1,1,3,Lost,0,0.0,Lost
u_007590,1,1,1,3,Lost,0,0.0,Lost
u_000798,4,4,3,11,Loyal,5,360996.0,Loyal
u_012144,2,1,1,4,At-Risk,0,0.0,Potential
u_004457,2,1,1,4,At-Risk,0,0.0,At-Risk
u_005779,2,1,1,4,At-Risk,0,0.0,Hibernating
u_011808,2,1,1,4,At-Risk,0,0.0,Potential
u_008132,1,1,1,3,Lost,0,0.0,Lost
u_014611,4,3,3,10,Potential,2,318784.0,Potential
u_004742,2,1,1,4,At-Risk,0,0.0,Hibernating
u_001495,4,4,5,13,Champion,9,1655467.0,Loyal
u_003340,2,1,1,4,At-Risk,0,0.0,At-Risk
u_007290,1,1,1,3,Lost,0,0.0,Lost
u_000040,5,4,4,13,Champion,5,701036.0,Champion
u_008345,1,1,1,3,Lost,0,0.0,Lost
u_013975,3,3,3,9,Potential,3,391396.0,Potential
u_010930,1,1,1,3,New,0,0.0,New
u_011051,1,1,1,3,New,0,0.0,New
u_003552,2,1,1,4,At-Risk,0,0.0,At-Risk
u_005657,2,1,1,4,At-Risk,0,0.0,Hibernating
u_013327,2,1,1,4,At-Risk,0,0.0,Potential
u_013435,4,3,3,10,Potential,3,357664.0,Potential
u_010610,1,1,1,3,New,0,0.0,New
u_008907,1,1,1,3,Lost,0,0.0,Lost
u_014106,2,1,1,4,At-Risk,0,0.0,Potential
u_000598,5,4,5,14,Champion,9,2201702.0,Champion
u_002269,2,1,1,4,At-Risk,0,0.0,At-Risk
u_007052,1,1,1,3,Lost,0,0.0,Lost
u_009504,1,1,1,3,Lost,0,0.0,Lost
u_003419,2,1,1,4,At-Risk,0,0.0,At-Risk
u_002769,2,1,1,4,At-Risk,0,0.0,At-Risk
u_012714,4,3,2,9,Potential,3,116317.0,Potential
u_009314,1,1,1,3,Lost,0,0.0,Lost
u_005242,2,1,1,4,At-Risk,0,0.0,Hibernating
u_004748,2,1,1,4,At-Risk,0,0.0,Hibernating
u_013666,3,3,1,7,Potential,2,92601.0,Potential
u_011329,1,1,1,3,New,0,0.0,New
u_003242,2,1,1,4,At-Risk,0,0.0,At-Risk
u_012631,4,3,2,9,Potential,3,165720.0,Potential
u_014273,2,1,1,4,At-Risk,0,0.0,Potential
u_000796,3,4,4,11,Loyal,6,592770.0,Loyal
u_002700,2,1,1,4,At-Risk,0,0.0,At-Risk
u_005272,2,1,1,4,At-Risk,0,0.0,Hibernating
u_010208,1,1,1,3,Lost,0,0.0,Lost
u_012038,3,3,2,8,Potential,2,217645.0,Potential
u_006570,1,1,1,3,Lost,0,0.0,Lost
u_011256,5,2,2,9,Potential,1,106099.0,New
u_007021,1,1,1,3,Lost,0,0.0,Lost
u_002652,2,1,1,4,At-Risk,0,0.0,At-Risk
u_004340,2,1,1,4,At-Risk,0,0.0,At-Risk
u_010765,1,1,1,3,New,0,0.0,New
u_000123,4,5,5,14,Champion,11,2407875.0,Champion
u_012921,2,1,1,4,At-Risk,0,0.0,Potential
u_000266,4,5,5,14,Champion,11,3129975.0,Champion
u_010136,1,1,1,3,Lost,0,0.0,Lost
u_009337,1,1,1,3,Lost,0,0.0,Lost
u_009293,1,1,1,3,Lost,0,0.0,Lost
u_005005,2,1,1,4,At-Risk,0,0.0,Hibernating
u_013132,2,1,1,4,At-Risk,0,0.0,Potential
u_012752,4,3,2,9,Potential,3,129728.0,Potential
u_011836,5,3,2,10,Potential,3,238125.0,Potential
u_012745,2,1,1,4,At-Risk,0,0.0,Potential
u_007408,1,1,1,3,Lost,0,0.0,Lost
u_006473,1,1,1,3,Lost,0,0.0,Lost
u_009222,1,1,1,3,Lost,0,0.0,Lost
u_004014,2,1,1,4,At-Risk,0,0.0,At-Risk
u_011141,5,2,1,8,Potential,1,65788.0,New
u_002916,2,1,1,4,At-Risk,0,0.0,At-Risk
u_006288,1,1,1,3,Lost,0,0.0,Lost
u_007596,1,1,1,3,Lost,0,0.0,Lost
u_005640,2,1,1,4,At-Risk,0,0.0,Hibernating
u_010952,5,2,1,8,Potential,1,19829.0,New
u_013201,3,3,3,9,Potential,3,383489.0,Potential
u_005334,2,1,1,4,At-Risk,0,0.0,Hibernating
u_009193,1,1,1,3,Lost,0,0.0,Lost
u_003601,2,1,1,4,At-Risk,0,0.0,At-Risk
u_007166,1,1,1,3,Lost,0,0.0,Lost
u_001608,4,4,5,13,Champion,8,1327374.0,Loyal
u_007143,1,1,1,3,Lost,0,0.0,Lost
u_004844,2,1,1,4,At-Risk,0,0.0,Hibernating
u_013458,2,1,1,4,At-Risk,0,0.0,Potential
u_003301,2,1,1,4,At-Risk,0,0.0,At-Risk
u_005978,2,1,1,4,At-Risk,0,0.0,Hibernating
u_007027,1,1,1,3,Lost,0,0.0,Lost
u_003476,2,1,1,4,At-Risk,0,0.0,At-Risk
u_010269,1,1,1,3,Lost,0,0.0,Lost
u_009278,1,1,1,3,Lost,0,0.0,Lost
u_011014,5,2,1,8,Potential,1,35025.0,New
u_002305,2,1,1,4,At-Risk,0,0.0,At-Risk
u_008410,1,1,1,3,Lost,0,0.0,Lost
u_012536,4,3,2,9,Potential,3,123848.0,Potential
u_004419,2,1,1,4,At-Risk,0,0.0,At-Risk
u_011874,2,1,1,4,At-Risk,0,0.0,Potential
u_012598,2,1,1,4,At-Risk,0,0.0,Potential
u_000490,5,4,5,14,Champion,5,1615148.0,Champion
u_006469,1,1,1,3,Lost,0,0.0,Lost
u_001842,4,4,5,13,Champion,8,1192676.0,Loyal
u_009791,1,1,1,3,Lost,0,0.0,Lost
u_007041,1,1,1,3,Lost,0,0.0,Lost
u_013104,2,1,1,4,At-Risk,0,0.0,Potential
u_006012,1,1,1,3,Lost,0,0.0,Lost
u_000819,4,4,4,12,Champion,5,911113.0,Loyal
u_006014,1,1,1,3,Lost,0,0.0,Lost
u_009381,1,1,1,3,Lost,0,0.0,Lost
u_005085,2,1,1,4,At-Risk,0,0.0,Hibernating
u_005621,2,1,1,4,At-Risk,0,0.0,Hibernating
u_012611,3,3,3,9,Potential,3,380571.0,Potential
u_005955,2,1,1,4,At-Risk,0,0.0,Hibernating
u_009175,1,1,1,3,Lost,0,0.0,Lost
u_003044,2,1,1,4,At-Risk,0,0.0,At-Risk
u_005673,2,1,1,4,At-Risk,0,0.0,Hibernating
u_011298,1,1,1,3,New,0,0.0,New
u_002093,4,4,3,11,Loyal,4,384289.0,Loyal
u_009391,1,1,1,3,Lost,0,0.0,Lost
u_014984,2,1,1,4,At-Risk,0,0.0,Potential
u_010193,1,1,1,3,Lost,0,0.0,Lost
u_011598,1,1,1,3,New,0,0.0,New
u_006832,1,1,1,3,Lost,0,0.0,Lost
u_007416,1,1,1,3,Lost,0,0.0,Lost
u_000967,3,4,4,11,Loyal,7,875760.0,Loyal
u_010816,1,1,1,3,New,0,0.0,New
u_013603,2,1,1,4,At-Risk,0,0.0,Potential
u_001806,3,4,3,10,Loyal,5,495505.0,Loyal
u_004360,2,1,1,4,At-Risk,0,0.0,At-Risk
u_011122,5,2,1,8,Potential,1,85167.0,New
u_004454,2,1,1,4,At-Risk,0,0.0,At-Risk
u_011853,2,1,1,4,At-Risk,0,0.0,Potential
u_013287,2,1,1,4,At-Risk,0,0.0,Potential
u_004535,2,1,1,4,At-Risk,0,0.0,Hibernating
u_000290,4,5,5,14,Champion,11,3236244.0,Champion
u_014601,2,1,1,4,At-Risk,0,0.0,Potential
u_008325,1,1,1,3,Lost,0,0.0,Lost
u_007653,1,1,1,3,Lost,0,0.0,Lost
u_011303,5,2,1,8,Potential,1,34018.0,New
u_009914,1,1,1,3,Lost,0,0.0,Lost
u_013349,4,3,2,9,Potential,2,105915.0,Potential
u_008764,1,1,1,3,Lost,0,0.0,Lost
u_007477,1,1,1,3,Lost,0,0.0,Lost
u_009526,1,1,1,3,Lost,0,0.0,Lost
u_014965,3,3,3,9,Potential,2,247614.0,Potential
u_012107,2,1,1,4,At-Risk,0,0.0,Potential
u_002251,2,1,1,4,At-Risk,0,0.0,At-Risk
u_002783,2,1,1,4,At-Risk,0,0.0,At-Risk
u_014333,2,1,1,4,At-Risk,0,0.0,Potential
u_011950,2,1,1,4,At-Risk,0,0.0,Potential
u_007964,1,1,1,3,Lost,0,0.0,Lost
u_011249,5,2,2,9,Potential,1,97789.0,New
u_009010,1,1,1,3,Lost,0,0.0,Lost
u_001278,4,4,4,12,Champion,7,765959.0,Loyal
u_009782,1,1,1,3,Lost,0,0.0,Lost
u_000065,4,4,4,12,Champion,4,586362.0,Champion
u_014796,4,3,2,9,Potential,3,174324.0,Potential
u_004798,2,1,1,4,At-Risk,0,0.0,Hibernating
u_007446,1,1,1,3,Lost,0,0.0,Lost
u_009648,1,1,1,3,Lost,0,0.0,Lost
u_006154,1,1,1,3,Lost,0,0.0,Lost
u_013377,4,3,2,9,Potential,2,203054.0,Potential
u_001370,3,4,4,11,Loyal,8,770731.0,Loyal
u_000759,3,4,3,10,Loyal,4,476781.0,Loyal
u_011015,5,2,1,8,Potential,1,57480.0,New
u_011933,4,2,2,8,Potential,1,119832.0,Potential
u_006424,1,1,1,3,Lost,0,0.0,Lost
u_014118,4,2,1,7,Potential,1,78094.0,Potential
u_003115,2,1,1,4,At-Risk,0,0.0,At-Risk
u_002480,2,1,1,4,At-Risk,0,0.0,At-Risk
u_005472,2,1,1,4,At-Risk,0,0.0,Hibernating
u_012638,3,1,1,5,Potential,0,0.0,Potential
u_011662,5,2,1,8,Potential,1,49410.0,New
u_000170,5,4,4,13,Champion,9,872051.0,Champion
u_007160,1,1,1,3,Lost,0,0.0,Lost
u_004576,2,1,1,4,At-Risk,0,0.0,Hibernating
u_006581,1,1,1,3,Lost,0,0.0,Lost
u_006461,1,1,1,3,Lost,0,0.0,Lost
u_000855,4,4,4,12,Champion,5,728056.0,Loyal
u_013599,5,3,2,10,Potential,2,214092.0,Potential
u_013655,4,3,2,9,Potential,2,147772.0,Potential
u_006357,1,1,1,3,Lost,0,0.0,Lost
u_013388,4,3,3,10,Potential,2,243753.0,Potential
u_009059,1,1,1,3,Lost,0,0.0,Lost
u_012768,3,3,2,8,Potential,3,221410.0,Potential
u_000383,4,4,5,13,Champion,9,1761725.0,Champion
u_013238,2,1,1,4,At-Risk,0,0.0,Potential
u_002730,2,1,1,4,At-Risk,0,0.0,At-Risk
u_006948,1,1,1,3,Lost,0,0.0,Lost
u_009233,1,1,1,3,Lost,0,0.0,Lost
u_010105,1,1,1,3,Lost,0,0.0,Lost
u_010018,1,1,1,3,Lost,0,0.0,Lost
u_012468,4,2,1,7,Potential,1,50859.0,Potential
u_011355,1,1,1,3,New,0,0.0,New
u_005822,2,1,1,4,At-Risk,0,0.0,Hibernating
u_008828,1,1,1,3,Lost,0,0.0,Lost
u_007300,1,1,1,3,Lost,0,0.0,Lost
u_009549,1,1,1,3,Lost,0,0.0,Lost
u_011802,4,3,3,10,Potential,3,280230.0,Potential
u_005080,2,1,1,4,At-Risk,0,0.0,Hibernating
u_007371,1,1,1,3,Lost,0,0.0,Lost
u_006634,1,1,1,3,Lost,0,0.0,Lost
u_011610,1,1,1,3,New,0,0.0,New
u_010131,1,1,1,3,Lost,0,0.0,Lost
u_004116,2,1,1,4,At-Risk,0,0.0,At-Risk
u_000106,5,4,5,14,Champion,8,1395889.0,Champion
u_013369,2,1,1,4,At-Risk,0,0.0,Potential
u_012696,2,1,1,4,At-Risk,0,0.0,Potential
u_002042,4,4,4,12,Champion,6,797873.0,Loyal
u_010283,1,1,1,3,Lost,0,0.0,Lost
u_014543,2,1,1,4,At-Risk,0,0.0,Potential
u_012651,4,3,3,10,Potential,2,280232.0,Potential
u_005033,2,1,1,4,At-Risk,0,0.0,Hibernating
u_013851,2,1,1,4,At-Risk,0,0.0,Potential
u_001705,3,4,4,11,Loyal,6,1003504.0,Loyal
u_001184,3,4,4,11,Loyal,6,634928.0,Loyal
u_004099,2,1,1,4,At-Risk,0,0.0,At-Risk
u_007524,1,1,1,3,Lost,0,0.0,Lost
u_010853,5,2,1,8,Potential,1,26249.0,New
u_010699,1,1,1,3,New,0,0.0,New
u_011971,3,3,2,8,Potential,3,193434.0,Potential
u_006797,1,1,1,3,Lost,0,0.0,Lost
u_000835,3,4,4,11,Loyal,6,586159.0,Loyal
u_007961,1,1,1,3,Lost,0,0.0,Lost
u_014760,3,1,1,5,Potential,0,0.0,Potential
u_010565,5,2,1,8,Potential,1,44734.0,New
u_014092,3,2,1,6,Potential,1,73417.0,Potential
u_007215,1,1,1,3,Lost,0,0.0,Lost
u_004679,2,1,1,4,At-Risk,0,0.0,Hibernating
u_000492,4,4,5,13,Champion,6,1240011.0,Champion
u_014108,4,2,1,7,Potential,1,30075.0,Potential
u_005179,2,1,1,4,At-Risk,0,0.0,Hibernating
u_011300,1,1,1,3,New,0,0.0,New
u_001126,4,4,5,13,Champion,9,1163521.0,Loyal
u_006952,1,1,1,3,Lost,0,0.0,Lost
u_000056,4,4,5,13,Champion,7,1538721.0,Champion
u_011650,1,1,1,3,New,0,0.0,New
u_010352,1,1,1,3,Lost,0,0.0,Lost
u_010825,1,1,1,3,New,0,0.0,New
u_003113,2,1,1,4,At-Risk,0,0.0,At-Risk
u_014275,2,1,1,4,At-Risk,0,0.0,Potential
u_005746,2,1,1,4,At-Risk,0,0.0,Hibernating
u_014223,2,1,1,4,At-Risk,0,0.0,Potential
u_014326,3,3,3,9,Potential,3,349716.0,Potential
u_009553,1,1,1,3,Lost,0,0.0,Lost
u_014023,3,3,2,8,Potential,2,152519.0,Potential
u_009107,1,1,1,3,Lost,0,0.0,Lost
u_010763,1,1,1,3,New,0,0.0,New
u_014653,2,1,1,4,At-Risk,0,0.0,Potential
u_001336,4,4,3,11,Loyal,6,482724.0,Loyal
u_009141,1,1,1,3,Lost,0,0.0,Lost
u_000755,3,5,4,12,Loyal,10,841985.0,Loyal
u_004332,2,1,1,4,At-Risk,0,0.0,At-Risk
u_002026,3,4,3,10,Loyal,7,501763.0,Loyal
u_003370,2,1,1,4,At-Risk,0,0.0,At-Risk
u_000662,4,5,5,14,Champion,12,1802133.0,Champion
u_008468,1,1,1,3,Lost,0,0.0,Lost
u_001130,3,4,5,12,Loyal,7,1096254.0,Loyal
u_004568,2,1,1,4,At-Risk,0,0.0,Hibernating
u_004954,2,1,1,4,At-Risk,0,0.0,Hibernating
u_002346,2,1,1,4,At-Risk,0,0.0,At-Risk
u_008725,1,1,1,3,Lost,0,0.0,Lost
u_002804,2,1,1,4,At-Risk,0,0.0,At-Risk
u_009383,1,1,1,3,Lost,0,0.0,Lost
u_006788,1,1,1,3,Lost,0,0.0,Lost
u_010591,1,1,1,3,New,0,0.0,New
u_006568,1,1,1,3,Lost,0,0.0,Lost
u_013989,2,1,1,4,At-Risk,0,0.0,Potential
u_006013,1,1,1,3,Lost,0,0.0,Lost
u_005892,2,1,1,4,At-Risk,0,0.0,Hibernating
u_000567,4,4,5,13,Champion,5,1330690.0,Champion
u_014870,2,1,1,4,At-Risk,0,0.0,Potential
u_003728,2,1,1,4,At-Risk,0,0.0,At-Risk
u_003684,2,1,1,4,At-Risk,0,0.0,At-Risk
u_011336,5,2,1,8,Potential,1,51011.0,New
u_007943,1,1,1,3,Lost,0,0.0,Lost
u_005440,2,1,1,4,At-Risk,0,0.0,Hibernating
u_004632,2,1,1,4,At-Risk,0,0.0,Hibernating
u_001959,3,4,3,10,Loyal,4,436588.0,Loyal
u_003766,2,1,1,4,At-Risk,0,0.0,At-Risk
u_000494,4,4,5,13,Champion,8,1556711.0,Champion
u_012520,2,1,1,4,At-Risk,0,0.0,Potential
u_002770,2,1,1,4,At-Risk,0,0.0,At-Risk
u_011618,5,2,1,8,Potential,1,66461.0,New
u_001489,3,4,3,10,Loyal,4,571063.0,Loyal
u_005404,2,1,1,4,At-Risk,0,0.0,Hibernating
u_007553,1,1,1,3,Lost,0,0.0,Lost
u_011811,4,2,2,8,Potential,1,131958.0,Potential
u_006683,1,1,1,3,Lost,0,0.0,Lost
u_000071,4,4,3,11,Loyal,5,524531.0,Champion
u_011515,1,1,1,3,New,0,0.0,New
u_002678,2,1,1,4,At-Risk,0,0.0,At-Risk
u_002223,4,4,4,12,Champion,5,919285.0,Loyal
u_012729,3,3,3,9,Potential,2,352080.0,Potential
u_003941,2,1,1,4,At-Risk,0,0.0,At-Risk
u_010145,1,1,1,3,Lost,0,0.0,Lost
u_002311,2,1,1,4,At-Risk,0,0.0,At-Risk
u_000484,4,4,5,13,Champion,5,1211089.0,Champion
u_014883,2,1,1,4,At-Risk,0,0.0,Potential
u_003984,2,1,1,4,At-Risk,0,0.0,At-Risk
u_009599,1,1,1,3,Lost,0,0.0,Lost
u_008382,1,1,1,3,Lost,0,0.0,Lost
u_011000,1,1,1,3,New,0,0.0,New
u_008153,1,1,1,3,Lost,0,0.0,Lost
u_007104,1,1,1,3,Lost,0,0.0,Lost
u_000148,4,5,5,14,Champion,10,1753629.0,Champion
u_000283,5,4,5,14,Champion,7,1730469.0,Champion
u_004701,2,1,1,4,At-Risk,0,0.0,Hibernating
u_003508,2,1,1,4,At-Risk,0,0.0,At-Risk
u_010412,1,1,1,3,Lost,0,0.0,Lost
u_002299,2,1,1,4,At-Risk,0,0.0,At-Risk
u_005260,2,1,1,4,At-Risk,0,0.0,Hibernating
u_007574,1,1,1,3,Lost,0,0.0,Lost
u_004361,2,1,1,4,At-Risk,0,0.0,At-Risk
u_003815,2,1,1,4,At-Risk,0,0.0,At-Risk
u_010858,1,1,1,3,New,0,0.0,New
u_001501,3,4,4,11,Loyal,6,662054.0,Loyal
u_000832,4,5,4,13,Champion,10,592678.0,Loyal
u_006637,1,1,1,3,Lost,0,0.0,Lost
u_010315,1,1,1,3,Lost,0,0.0,Lost
u_011206,5,2,1,8,Potential,1,32887.0,New
u_006608,1,1,1,3,Lost,0,0.0,Lost
u_013555,2,1,1,4,At-Risk,0,0.0,Potential
u_005764,2,1,1,4,At-Risk,0,0.0,Hibernating
u_004050,2,1,1,4,At-Risk,0,0.0,At-Risk
u_010841,5,2,2,9,Potential,1,134508.0,New
u_013608,3,3,3,9,Potential,3,439896.0,Potential
u_004636,2,1,1,4,At-Risk,0,0.0,Hibernating
u_001796,4,4,4,12,Champion,6,818098.0,Loyal
u_004267,2,1,1,4,At-Risk,0,0.0,At-Risk
u_014227,3,2,1,6,Potential,1,22068.0,Potential
u_008108,1,1,1,3,Lost,0,0.0,Lost
u_013699,2,1,1,4,At-Risk,0,0.0,Potential
u_013674,2,1,1,4,At-Risk,0,0.0,Potential
u_013478,2,1,1,4,At-Risk,0,0.0,Potential
u_013980,2,1,1,4,At-Risk,0,0.0,Potential
u_014392,4,2,1,7,Potential,1,81446.0,Potential
u_004813,2,1,1,4,At-Risk,0,0.0,Hibernating
u_004518,2,1,1,4,At-Risk,0,0.0,Hibernating
u_003595,2,1,1,4,At-Risk,0,0.0,At-Risk
u_004704,2,1,1,4,At-Risk,0,0.0,Hibernating
u_001029,3,4,3,10,Loyal,5,318897.0,Loyal
u_010787,5,2,2,9,Potential,1,116446.0,New
u_006876,1,1,1,3,Lost,0,0.0,Lost
u_013831,4,2,1,7,Potential,1,38740.0,Potential
u_004777,2,1,1,4,At-Risk,0,0.0,Hibernating
u_001598,3,4,4,11,Loyal,9,934375.0,Loyal
u_003201,2,1,1,4,At-Risk,0,0.0,At-Risk
u_003573,2,1,1,4,At-Risk,0,0.0,At-Risk
u_014639,3,3,2,8,Potential,3,179546.0,Potential
u_003196,2,1,1,4,At-Risk,0,0.0,At-Risk
